EventID,Field,Value,Hexadecimal,Translation,Notes
,"AD Attributes","b40ff822-427a-11d1-a9c2-0000f80367c1",,"Ipsec-Negotiation-Policy-Reference",
,"AD Attributes","b40ff824-427a-11d1-a9c2-0000f80367c1",,"Ipsec-Owners-Reference",
,"AD Attributes","b7b13118-b82e-11d0-afee-0000f80367c1",,"Ipsec-Policy-Reference",
,"AD Attributes","00fbf30d-91fe-11d1-aebc-0000f80367c1",,"Is-Critical-System-Object",
,"AD Attributes","28630ebe-41d5-11d1-a9c1-0000f80367c1",,"Is-Defunct",
,"AD Attributes","bf96798f-0de6-11d0-a285-00aa003049e2",,"Is-Deleted",
,"AD Attributes","f4c453f0-c5f1-11d1-bbcb-0080c76670c0",,"Is-Ephemeral",
,"AD Attributes","bf967991-0de6-11d0-a285-00aa003049e2",,"Is-Member-Of-DL",
,"AD Attributes","19405b9d-3cfa-11d1-a9c0-0000f80367c1",,"Is-Member-Of-Partial-Attribute-Set",
,"AD Attributes","19405b9c-3cfa-11d1-a9c0-0000f80367c1",,"Is-Privilege-Holder",
,"AD Attributes","8fb59256-55f1-444b-aacb-f5b482fe3459",,"Is-Recycled",
,"AD Attributes","bf967992-0de6-11d0-a285-00aa003049e2",,"Is-Single-Valued",
,"AD Attributes","bf967993-0de6-11d0-a285-00aa003049e2",,Keywords,
,"AD Attributes","1677581f-47f3-11d1-a9c3-0000f80367c1",,"Knowledge-Information",
,"AD Attributes","7359a352-90f7-11d1-aebc-0000f80367c1",,"LDAP-Admin-Limits",
,"AD Attributes","bf96799a-0de6-11d0-a285-00aa003049e2",,"LDAP-Display-Name",
,"AD Attributes","7359a353-90f7-11d1-aebc-0000f80367c1",,"LDAP-IPDeny-List",
,"AD Attributes","bf9679ad-0de6-11d0-a285-00aa003049e2",,"LSA-Creation-Time",
,"AD Attributes","bf9679ae-0de6-11d0-a285-00aa003049e2",,"LSA-Modified-Count",
,"AD Attributes","1fbb0be8-ba63-11d0-afef-0000f80367c1",,"Last-Backup-Restoration-Time",
,"AD Attributes","bf967995-0de6-11d0-a285-00aa003049e2",,"Last-Content-Indexed",
,"AD Attributes","52ab8670-5709-11d1-a9c6-0000f80367c1",,"Last-Known-Parent",
,"AD Attributes","bf967996-0de6-11d0-a285-00aa003049e2",,"Last-Logoff",
,"AD Attributes","bf967997-0de6-11d0-a285-00aa003049e2",,"Last-Logon",
,"AD Attributes","c0e20a04-0e5a-4ff3-9482-5efeaecd7060",,"Last-Logon-Timestamp",
,"AD Attributes","bf967998-0de6-11d0-a285-00aa003049e2",,"Last-Set-Time",
,"AD Attributes","7d6c0e9c-7e20-11d0-afd6-00c04fd930c9",,"Last-Update-Sequence",
,"AD Attributes","28630ebc-41d5-11d1-a9c1-0000f80367c1",,"Legacy-Exchange-DN",
,"AD Attributes","bf96799b-0de6-11d0-a285-00aa003049e2",,"Link-ID",
,"AD Attributes","2ae80fe2-47b4-11d0-a1a4-00c04fd930c9",,"Link-Track-Secret",
,"AD Attributes","bf96799d-0de6-11d0-a285-00aa003049e2",,"Lm-Pwd-History",
,"AD Attributes","bf96799e-0de6-11d0-a285-00aa003049e2",,"Local-Policy-Flags",
,"AD Attributes","80a67e4d-9f22-11d0-afdd-00c04fd930c9",,"Local-Policy-Reference",
,"AD Attributes","bf9679a1-0de6-11d0-a285-00aa003049e2",,"Locale-ID",
,"AD Attributes","bf9679a2-0de6-11d0-a285-00aa003049e2",,"Locality-Name",
,"AD Attributes","a746f0d1-78d0-11d2-9916-0000f87a57d4",,"Localization-Display-Id",
,"AD Attributes","d9e18316-8939-11d1-aebc-0000f80367c1",,"Localized-Description",
,"AD Attributes","09dcb79f-165f-11d0-a064-00aa006c33ed",,Location,
,"AD Attributes","bf9679a4-0de6-11d0-a285-00aa003049e2",,"Lock-Out-Observation-Window",
,"AD Attributes","bf9679a5-0de6-11d0-a285-00aa003049e2",,"Lockout-Duration",
,"AD Attributes","bf9679a6-0de6-11d0-a285-00aa003049e2",,"Lockout-Threshold",
,"AD Attributes","28630ebf-41d5-11d1-a9c1-0000f80367c1",,"Lockout-Time",
,"AD Attributes","a553d12c-3231-4c5e-8adf-8d189697721e",,LoginShell,
,"AD Attributes","bf9679a9-0de6-11d0-a285-00aa003049e2",,Logo,
,"AD Attributes","bf9679aa-0de6-11d0-a285-00aa003049e2",,"Logon-Count",
,"AD Attributes","bf9679ab-0de6-11d0-a285-00aa003049e2",,"Logon-Hours",
,"AD Attributes","bf9679ac-0de6-11d0-a285-00aa003049e2",,"Logon-Workstation",
,"AD Attributes","bf9679b7-0de6-11d0-a285-00aa003049e2",,"MAPI-ID",
,"AD Attributes","0296c122-40da-11d1-a9c0-0000f80367c1",,"MHS-OR-Address",
,"AD Attributes","e85e1204-3434-41ad-9b56-e2901228fff0",,"MS-DRM-Identity-Certificate",
,"AD Attributes","d3aa4a5c-4e03-4810-97aa-2b339e7a434b",,"MS-DS-All-Users-Trust-Quota",
,"AD Attributes","178b7bc2-b63a-11d2-90e1-00c04fd91ab1",,"MS-DS-Consistency-Child-Count",
,"AD Attributes","23773dc2-b63a-11d2-90e1-00c04fd91ab1",,"MS-DS-Consistency-Guid",
,"AD Attributes","c5e60132-1480-11d3-91c1-0000f87a57d4",,"MS-DS-Creator-SID",
,"AD Attributes","d064fb68-1480-11d3-91c1-0000f87a57d4",,"MS-DS-Machine-Account-Quota",
,"AD Attributes","d161adf0-ca24-4993-a3aa-8b2c981302e8",,"MS-DS-Per-User-Trust-Quota",
,"AD Attributes","8b70a6c6-50f9-4fa3-a71e-1ce03040449b",,"MS-DS-Per-User-Trust-Tombstones-Quota",
,"AD Attributes","0ea12b84-08b3-11d3-91bc-0000f87a57d4",,"MS-DS-Replicates-NC-Reason",
,"AD Attributes","e0c6baae-ccee-11d2-9993-0000f87a57d4",,"MS-SQL-Alias",
,"AD Attributes","db77be4a-ccee-11d2-9993-0000f87a57d4",,"MS-SQL-AllowAnonymousSubscription",
,"AD Attributes","c4186b6e-d34b-11d2-999a-0000f87a57d4",,"MS-SQL-AllowImmediateUpdatingSubscription",
,"AD Attributes","c3bb7054-d34b-11d2-999a-0000f87a57d4",,"MS-SQL-AllowKnownPullSubscription",
,"AD Attributes","c458ca80-d34b-11d2-999a-0000f87a57d4",,"MS-SQL-AllowQueuedUpdatingSubscription",
,"AD Attributes","c49b8be8-d34b-11d2-999a-0000f87a57d4",,"MS-SQL-AllowSnapshotFilesFTPDownloading",
,"AD Attributes","8fda89f4-ccee-11d2-9993-0000f87a57d4",,"MS-SQL-AppleTalk",
,"AD Attributes","fbcda2ea-ccee-11d2-9993-0000f87a57d4",,"MS-SQL-Applications",
,"AD Attributes","603e94c4-ccee-11d2-9993-0000f87a57d4",,"MS-SQL-Build",
,"AD Attributes","696177a6-ccee-11d2-9993-0000f87a57d4",,"MS-SQL-CharacterSet",
,"AD Attributes","7778bd90-ccee-11d2-9993-0000f87a57d4",,"MS-SQL-Clustered",
,"AD Attributes","a92d23da-ccee-11d2-9993-0000f87a57d4",,"MS-SQL-ConnectionURL",
,"AD Attributes","4f6cbdd8-ccee-11d2-9993-0000f87a57d4",,"MS-SQL-Contact",
,"AD Attributes","ede14754-ccee-11d2-9993-0000f87a57d4",,"MS-SQL-CreationDate",
,"AD Attributes","d5a0dbdc-ccee-11d2-9993-0000f87a57d4",,"MS-SQL-Database",
,"AD Attributes","8386603c-ccef-11d2-9993-0000f87a57d4",,"MS-SQL-Description",
,"AD Attributes","bcdd4f0e-ccee-11d2-9993-0000f87a57d4",,"MS-SQL-GPSHeight",
,"AD Attributes","b222ba0e-ccee-11d2-9993-0000f87a57d4",,"MS-SQL-GPSLatitude",
,"AD Attributes","b7577c94-ccee-11d2-9993-0000f87a57d4",,"MS-SQL-GPSLongitude",
,"AD Attributes","d0aedb2e-ccee-11d2-9993-0000f87a57d4",,"MS-SQL-InformationDirectory",
,"AD Attributes","a42cd510-ccee-11d2-9993-0000f87a57d4",,"MS-SQL-InformationURL",
,"AD Attributes","01e9a98a-ccef-11d2-9993-0000f87a57d4",,"MS-SQL-Keywords",
,"AD Attributes","c57f72f4-ccee-11d2-9993-0000f87a57d4",,"MS-SQL-Language",
,"AD Attributes","f2b6abca-ccee-11d2-9993-0000f87a57d4",,"MS-SQL-LastBackupDate",
,"AD Attributes","f6d6dd88-ccee-11d2-9993-0000f87a57d4",,"MS-SQL-LastDiagnosticDate",
,"AD Attributes","9fcc43d4-ccee-11d2-9993-0000f87a57d4",,"MS-SQL-LastUpdatedDate",
,"AD Attributes","561c9644-ccee-11d2-9993-0000f87a57d4",,"MS-SQL-Location",
,"AD Attributes","5b5d448c-ccee-11d2-9993-0000f87a57d4",,"MS-SQL-Memory",
,"AD Attributes","8157fa38-ccee-11d2-9993-0000f87a57d4",,"MS-SQL-MultiProtocol",
,"AD Attributes","3532dfd8-ccee-11d2-9993-0000f87a57d4",,"MS-SQL-Name",
,"AD Attributes","7b91c840-ccee-11d2-9993-0000f87a57d4",,"MS-SQL-NamedPipe",
,"AD Attributes","ae0c11b8-ccee-11d2-9993-0000f87a57d4",,"MS-SQL-PublicationURL",
,"AD Attributes","c1676858-d34b-11d2-999a-0000f87a57d4",,"MS-SQL-Publisher",
,"AD Attributes","48fd44ea-ccee-11d2-9993-0000f87a57d4",,"MS-SQL-RegisteredOwner",
,"AD Attributes","86b08004-ccee-11d2-9993-0000f87a57d4",,"MS-SQL-SPX",
,"AD Attributes","64933a3e-ccee-11d2-9993-0000f87a57d4",,"MS-SQL-ServiceAccount",
,"AD Attributes","e9098084-ccee-11d2-9993-0000f87a57d4",,"MS-SQL-Size",
,"AD Attributes","6ddc42c0-ccee-11d2-9993-0000f87a57d4",,"MS-SQL-SortOrder",
,"AD Attributes","9a7d4770-ccee-11d2-9993-0000f87a57d4",,"MS-SQL-Status",
,"AD Attributes","8ac263a6-ccee-11d2-9993-0000f87a57d4",,"MS-SQL-TCPIP",
,"AD Attributes","c4e311fc-d34b-11d2-999a-0000f87a57d4",,"MS-SQL-ThirdParty",
,"AD Attributes","ca48eba8-ccee-11d2-9993-0000f87a57d4",,"MS-SQL-Type",
,"AD Attributes","72dc918a-ccee-11d2-9993-0000f87a57d4",,"MS-SQL-UnicodeSortOrder",
,"AD Attributes","c07cc1d0-ccee-11d2-9993-0000f87a57d4",,"MS-SQL-Version",
,"AD Attributes","94c56394-ccee-11d2-9993-0000f87a57d4",,"MS-SQL-Vines",
,"AD Attributes","70004ef5-25c3-446a-97c8-996ae8566776",,"MS-TS-ExpireDate",
,"AD Attributes","54dfcf71-bc3f-4f0b-9d5a-4b2476bb8925",,"MS-TS-ExpireDate2",
,"AD Attributes","41bc7f04-be72-4930-bd10-1f3439412387",,"MS-TS-ExpireDate3",
,"AD Attributes","5e11dc43-204a-4faf-a008-6863621c6f5f",,"MS-TS-ExpireDate4",
,"AD Attributes","0ae94a89-372f-4df2-ae8a-c64a2bc47278",,"MS-TS-LicenseVersion",
,"AD Attributes","4b0df103-8d97-45d9-ad69-85c3080ba4e7",,"MS-TS-LicenseVersion2",
,"AD Attributes","f8ba8f81-4cab-4973-a3c8-3a6da62a5e31",,"MS-TS-LicenseVersion3",
,"AD Attributes","70ca5d97-2304-490a-8a27-52678c8d2095",,"MS-TS-LicenseVersion4",
,"AD Attributes","f3bcc547-85b0-432c-9ac0-304506bf2c83",,"MS-TS-ManagingLS",
,"AD Attributes","349f0757-51bd-4fc8-9d66-3eceea8a25be",,"MS-TS-ManagingLS2",
,"AD Attributes","fad5dcc1-2130-4c87-a118-75322cd67050",,"MS-TS-ManagingLS3",
,"AD Attributes","f7a3b6a0-2107-4140-b306-75cb521731e5",,"MS-TS-ManagingLS4",
,"AD Attributes","faaea977-9655-49d7-853d-f27bb7aaca0f",,"MS-TS-Property01",
,"AD Attributes","3586f6ac-51b7-4978-ab42-f936463198e7",,"MS-TS-Property02",
,"AD Attributes","87e53590-971d-4a52-955b-4794d15a84ae",,"MS-TSLS-Property01",
,"AD Attributes","47c77bb0-316e-4e2f-97f1-0d4c48fca9dd",,"MS-TSLS-Property02",
,"AD Attributes","9a0dc326-c100-11d1-bbc5-0080c76670c0",,"MSMQ-Authenticate",
,"AD Attributes","9a0dc323-c100-11d1-bbc5-0080c76670c0",,"MSMQ-Base-Priority",
,"AD Attributes","9a0dc334-c100-11d1-bbc5-0080c76670c0",,"MSMQ-CSP-Name",
,"AD Attributes","9a0dc32e-c100-11d1-bbc5-0080c76670c0",,"MSMQ-Computer-Type",
,"AD Attributes","18120de8-f4c4-4341-bd95-32eb5bcf7c80",,"MSMQ-Computer-Type-Ex",
,"AD Attributes","9a0dc33a-c100-11d1-bbc5-0080c76670c0",,"MSMQ-Cost",
,"AD Attributes","2df90d83-009f-11d2-aa4c-00c04fd7d83a",,"MSMQ-Dependent-Client-Service",
,"AD Attributes","2df90d76-009f-11d2-aa4c-00c04fd7d83a",,"MSMQ-Dependent-Client-Services",
,"AD Attributes","9a0dc33c-c100-11d1-bbc5-0080c76670c0",,"MSMQ-Digests",
,"AD Attributes","0f71d8e0-da3b-11d1-90a5-00c04fd91ab1",,"MSMQ-Digests-Mig",
,"AD Attributes","2df90d82-009f-11d2-aa4c-00c04fd7d83a",,"MSMQ-Ds-Service",
,"AD Attributes","2df90d78-009f-11d2-aa4c-00c04fd7d83a",,"MSMQ-Ds-Services",
,"AD Attributes","9a0dc331-c100-11d1-bbc5-0080c76670c0",,"MSMQ-Encrypt-Key",
,"AD Attributes","9a0dc32f-c100-11d1-bbc5-0080c76670c0",,"MSMQ-Foreign",
,"AD Attributes","9a0dc32c-c100-11d1-bbc5-0080c76670c0",,"MSMQ-In-Routing-Servers",
,"AD Attributes","8ea825aa-3b7b-11d2-90cc-00c04fd91ab1",,"MSMQ-Interval1",
,"AD Attributes","99b88f52-3b7b-11d2-90cc-00c04fd91ab1",,"MSMQ-Interval2",
,"AD Attributes","9a0dc321-c100-11d1-bbc5-0080c76670c0",,"MSMQ-Journal",
,"AD Attributes","9a0dc324-c100-11d1-bbc5-0080c76670c0",,"MSMQ-Journal-Quota",
,"AD Attributes","9a0dc325-c100-11d1-bbc5-0080c76670c0",,"MSMQ-Label",
,"AD Attributes","4580ad25-d407-48d2-ad24-43e6e56793d7",,"MSMQ-Label-Ex",
,"AD Attributes","9a0dc335-c100-11d1-bbc5-0080c76670c0",,"MSMQ-Long-Lived",
,"AD Attributes","9a0dc33f-c100-11d1-bbc5-0080c76670c0",,"MSMQ-Migrated",
,"AD Attributes","1d2f4412-f10d-4337-9b48-6e5b125cd265",,"MSMQ-Multicast-Address",
,"AD Attributes","9a0dc333-c100-11d1-bbc5-0080c76670c0",,"MSMQ-Name-Style",
,"AD Attributes","eb38a158-d57f-11d1-90a2-00c04fd91ab1",,"MSMQ-Nt4-Flags",
,"AD Attributes","6f914be6-d57e-11d1-90a2-00c04fd91ab1",,"MSMQ-Nt4-Stub",
,"AD Attributes","9a0dc330-c100-11d1-bbc5-0080c76670c0",,"MSMQ-OS-Type",
,"AD Attributes","9a0dc32b-c100-11d1-bbc5-0080c76670c0",,"MSMQ-Out-Routing-Servers",
,"AD Attributes","9a0dc328-c100-11d1-bbc5-0080c76670c0",,"MSMQ-Owner-ID",
,"AD Attributes","2df90d75-009f-11d2-aa4c-00c04fd7d83a",,"MSMQ-Prev-Site-Gates",
,"AD Attributes","9a0dc327-c100-11d1-bbc5-0080c76670c0",,"MSMQ-Privacy-Level",
,"AD Attributes","9a0dc33e-c100-11d1-bbc5-0080c76670c0",,"MSMQ-QM-ID",
,"AD Attributes","8e441266-d57f-11d1-90a2-00c04fd91ab1",,"MSMQ-Queue-Journal-Quota",
,"AD Attributes","2df90d87-009f-11d2-aa4c-00c04fd7d83a",,"MSMQ-Queue-Name-Ext",
,"AD Attributes","3f6b8e12-d57f-11d1-90a2-00c04fd91ab1",,"MSMQ-Queue-Quota",
,"AD Attributes","9a0dc320-c100-11d1-bbc5-0080c76670c0",,"MSMQ-Queue-Type",
,"AD Attributes","9a0dc322-c100-11d1-bbc5-0080c76670c0",,"MSMQ-Quota",
,"AD Attributes","3bfe6748-b544-485a-b067-1b310c4334bf",,"MSMQ-Recipient-FormatName",
,"AD Attributes","2df90d81-009f-11d2-aa4c-00c04fd7d83a",,"MSMQ-Routing-Service",
,"AD Attributes","2df90d77-009f-11d2-aa4c-00c04fd7d83a",,"MSMQ-Routing-Services",
,"AD Attributes","8bf0221b-7a06-4d63-91f0-1499941813d3",,"MSMQ-Secured-Source",
,"AD Attributes","9a0dc32d-c100-11d1-bbc5-0080c76670c0",,"MSMQ-Service-Type",
,"AD Attributes","9a0dc33d-c100-11d1-bbc5-0080c76670c0",,"MSMQ-Services",
,"AD Attributes","9a0dc33b-c100-11d1-bbc5-0080c76670c0",,"MSMQ-Sign-Certificates",
,"AD Attributes","3881b8ea-da3b-11d1-90a5-00c04fd91ab1",,"MSMQ-Sign-Certificates-Mig",
,"AD Attributes","9a0dc332-c100-11d1-bbc5-0080c76670c0",,"MSMQ-Sign-Key",
,"AD Attributes","9a0dc337-c100-11d1-bbc5-0080c76670c0",,"MSMQ-Site-1",
,"AD Attributes","9a0dc338-c100-11d1-bbc5-0080c76670c0",,"MSMQ-Site-2",
,"AD Attributes","fd129d8a-d57e-11d1-90a2-00c04fd91ab1",,"MSMQ-Site-Foreign",
,"AD Attributes","9a0dc339-c100-11d1-bbc5-0080c76670c0",,"MSMQ-Site-Gates",
,"AD Attributes","e2704852-3b7b-11d2-90cc-00c04fd91ab1",,"MSMQ-Site-Gates-Mig",
,"AD Attributes","9a0dc340-c100-11d1-bbc5-0080c76670c0",,"MSMQ-Site-ID",
,"AD Attributes","ffadb4b2-de39-11d1-90a5-00c04fd91ab1",,"MSMQ-Site-Name",
,"AD Attributes","422144fa-c17f-4649-94d6-9731ed2784ed",,"MSMQ-Site-Name-Ex",
,"AD Attributes","9a0dc32a-c100-11d1-bbc5-0080c76670c0",,"MSMQ-Sites",
,"AD Attributes","9a0dc329-c100-11d1-bbc5-0080c76670c0",,"MSMQ-Transactional",
,"AD Attributes","c58aae32-56f9-11d2-90d0-00c04fd91ab1",,"MSMQ-User-Sid",
,"AD Attributes","9a0dc336-c100-11d1-bbc5-0080c76670c0",,"MSMQ-Version",
,"AD Attributes","e6a522dd-9770-43e1-89de-1de5044328f7",,MacAddress,
,"AD Attributes","bf9679af-0de6-11d0-a285-00aa003049e2",,"Machine-Architecture",
,"AD Attributes","c9b6358e-bb38-11d0-afef-0000f80367c1",,"Machine-Password-Change-Interval",
,"AD Attributes","bf9679b2-0de6-11d0-a285-00aa003049e2",,"Machine-Role",
,"AD Attributes","80a67e4f-9f22-11d0-afdd-00c04fd930c9",,"Machine-Wide-Policy",
,"AD Attributes","0296c120-40da-11d1-a9c0-0000f80367c1",,"Managed-By",
,"AD Attributes","0296c124-40da-11d1-a9c0-0000f80367c1",,"Managed-Objects",
,"AD Attributes","bf9679b5-0de6-11d0-a285-00aa003049e2",,Manager,
,"AD Attributes","bf9679b9-0de6-11d0-a285-00aa003049e2",,"Marshalled-Interface",
,"AD Attributes","e48e64e0-12c9-11d3-9102-00c04fd91ab1",,"Mastered-By",
,"AD Attributes","bf9679bb-0de6-11d0-a285-00aa003049e2",,"Max-Pwd-Age",
,"AD Attributes","bf9679bc-0de6-11d0-a285-00aa003049e2",,"Max-Renew-Age",
,"AD Attributes","bf9679bd-0de6-11d0-a285-00aa003049e2",,"Max-Storage",
,"AD Attributes","bf9679be-0de6-11d0-a285-00aa003049e2",,"Max-Ticket-Age",
,"AD Attributes","bf9679bf-0de6-11d0-a285-00aa003049e2",,"May-Contain",
,"AD Attributes","0f6a17dc-53e5-4be8-9442-8f3ce2f9012a",,MemberNisNetgroup,
,"AD Attributes","03dab236-672e-4f61-ab64-f77d2dc2ffab",,MemberUid,
,"AD Attributes","bf9679c2-0de6-11d0-a285-00aa003049e2",,"Min-Pwd-Age",
,"AD Attributes","bf9679c3-0de6-11d0-a285-00aa003049e2",,"Min-Pwd-Length",
,"AD Attributes","bf9679c4-0de6-11d0-a285-00aa003049e2",,"Min-Ticket-Age",
,"AD Attributes","bf9679c5-0de6-11d0-a285-00aa003049e2",,"Modified-Count",
,"AD Attributes","bf9679c6-0de6-11d0-a285-00aa003049e2",,"Modified-Count-At-Last-Prom",
,"AD Attributes","9a7ad94a-ca53-11d1-bbd0-0080c76670c0",,"Modify-Time-Stamp",
,"AD Attributes","bf9679c7-0de6-11d0-a285-00aa003049e2",,Moniker,
,"AD Attributes","bf9679c8-0de6-11d0-a285-00aa003049e2",,"Moniker-Display-Name",
,"AD Attributes","1f2ac2c8-3b71-11d2-90cc-00c04fd91ab1",,"Move-Tree-State",
,"AD Attributes","963d2751-48be-11d1-a9c3-0000f80367c1",,"Mscope-Id",
,"AD Attributes","7bfdcb7d-4807-11d1-a9c3-0000f80367c1",,"Msi-File-List",
,"AD Attributes","d9e18313-8939-11d1-aebc-0000f80367c1",,"Msi-Script",
,"AD Attributes","96a7dd62-9118-11d1-aebc-0000f80367c1",,"Msi-Script-Name",
,"AD Attributes","bf967937-0de6-11d0-a285-00aa003049e2",,"Msi-Script-Path",
,"AD Attributes","96a7dd63-9118-11d1-aebc-0000f80367c1",,"Msi-Script-Size",
,"AD Attributes","bf9679d3-0de6-11d0-a285-00aa003049e2",,"Must-Contain",
,"AD Attributes","bf9679d6-0de6-11d0-a285-00aa003049e2",,"NC-Name",
,"AD Attributes","bf9679d8-0de6-11d0-a285-00aa003049e2",,"NETBIOS-Name",
,"AD Attributes","bf9679df-0de6-11d0-a285-00aa003049e2",,"NT-Group-Members",
,"AD Attributes","3e97891f-8c01-11d0-afda-00c04fd930c9",,"NT-Mixed-Domain",
,"AD Attributes","bf9679e3-0de6-11d0-a285-00aa003049e2",,"NT-Security-Descriptor",
,"AD Attributes","80212840-4bdc-11d1-a9c4-0000f80367c1",,"Name-Service-Flags",
,"AD Attributes","532570bd-3d77-424f-822f-0d636dc6daad",,"Netboot-DUID",
,"AD Attributes","3e978921-8c01-11d0-afda-00c04fd930c9",,"Netboot-GUID",
,"AD Attributes","3e978920-8c01-11d0-afda-00c04fd930c9",,"Netboot-Initialization",
,"AD Attributes","3e978923-8c01-11d0-afda-00c04fd930c9",,"Netboot-Machine-File-Path",
,"AD Attributes","2df90d85-009f-11d2-aa4c-00c04fd7d83a",,"Netboot-Mirror-Data-File",
,"AD Attributes","2df90d84-009f-11d2-aa4c-00c04fd7d83a",,"Netboot-SIF-File",
,"AD Attributes","bf9679d9-0de6-11d0-a285-00aa003049e2",,"Network-Address",
,"AD Attributes","bf9679da-0de6-11d0-a285-00aa003049e2",,"Next-Level-Store",
,"AD Attributes","bf9679db-0de6-11d0-a285-00aa003049e2",,"Next-Rid",
,"AD Attributes","4a95216e-fcc0-402e-b57f-5971626148a9",,NisMapEntry,
,"AD Attributes","969d3c79-0e9a-4d95-b0ac-bdde7ff8f3a1",,NisMapName,
,"AD Attributes","a8032e74-30ef-4ff5-affc-0fc217783fec",,NisNetgroupTriple,
,"AD Attributes","52458018-ca6a-11d0-afff-0000f80367c1",,"Non-Security-Member",
,"AD Attributes","52458019-ca6a-11d0-afff-0000f80367c1",,"Non-Security-Member-BL",
,"AD Attributes","19195a56-6da0-11d0-afd3-00c04fd930c9",,"Notification-List",
,"AD Attributes","bf9679e2-0de6-11d0-a285-00aa003049e2",,"Nt-Pwd-History",
,"AD Attributes","bf9679ea-0de6-11d0-a285-00aa003049e2",,"OEM-Information",
,"AD Attributes","bf9679ec-0de6-11d0-a285-00aa003049e2",,"OM-Object-Class",
,"AD Attributes","bf9679ed-0de6-11d0-a285-00aa003049e2",,"OM-Syntax",
,"AD Attributes","ddac0cf3-af8f-11d0-afeb-00c04fd930c9",,"OMT-Guid",
,"AD Attributes","1f0075fa-7e40-11d0-afd6-00c04fd930c9",,"OMT-Indx-Guid",
,"AD Attributes","bf9679e4-0de6-11d0-a285-00aa003049e2",,"Obj-Dist-Name",
,"AD Attributes","26d97369-6070-11d1-a9c6-0000f80367c1",,"Object-Category",
,"AD Attributes","bf9679e5-0de6-11d0-a285-00aa003049e2",,"Object-Class",
,"AD Attributes","bf9679e6-0de6-11d0-a285-00aa003049e2",,"Object-Class-Category",
,"AD Attributes","9a7ad94b-ca53-11d1-bbd0-0080c76670c0",,"Object-Classes",
,"AD Attributes","34aaa216-b699-11d0-afee-0000f80367c1",,"Object-Count",
,"AD Attributes","bf9679e7-0de6-11d0-a285-00aa003049e2",,"Object-Guid",
,"AD Attributes","bf9679e8-0de6-11d0-a285-00aa003049e2",,"Object-Sid",
,"AD Attributes","16775848-47f3-11d1-a9c3-0000f80367c1",,"Object-Version",
,"AD Attributes","966825f5-01d9-4a5c-a011-d15ae84efa55",,OncRpcNumber,
,"AD Attributes","3e978925-8c01-11d0-afda-00c04fd930c9",,"Operating-System",
,"AD Attributes","bd951b3c-9c96-11d0-afdd-00c04fd930c9",,"Operating-System-Hotfix",
,"AD Attributes","3e978927-8c01-11d0-afda-00c04fd930c9",,"Operating-System-Service-Pack",
,"AD Attributes","3e978926-8c01-11d0-afda-00c04fd930c9",,"Operating-System-Version",
,"AD Attributes","bf9679ee-0de6-11d0-a285-00aa003049e2",,"Operator-Count",
,"AD Attributes","963d274d-48be-11d1-a9c3-0000f80367c1",,"Option-Description",
,"AD Attributes","19195a53-6da0-11d0-afd3-00c04fd930c9",,Options,
,"AD Attributes","963d274e-48be-11d1-a9c3-0000f80367c1",,"Options-Location",
,"AD Attributes","bf9679ef-0de6-11d0-a285-00aa003049e2",,"Organization-Name",
,"AD Attributes","bf9679f0-0de6-11d0-a285-00aa003049e2",,"Organizational-Unit-Name",
,"AD Attributes","5fd424ce-1262-11d0-a060-00aa006c33ed",,"Original-Display-Table",
,"AD Attributes","5fd424cf-1262-11d0-a060-00aa006c33ed",,"Original-Display-Table-MSDOS",
,"AD Attributes","bf9679f1-0de6-11d0-a285-00aa003049e2",,"Other-Login-Workstations",
,"AD Attributes","0296c123-40da-11d1-a9c0-0000f80367c1",,"Other-Mailbox",
,"AD Attributes","bf9679f2-0de6-11d0-a285-00aa003049e2",,"Other-Name",
,"AD Attributes","1ea64e5d-ac0f-11d2-90df-00c04fd91ab1",,"Other-Well-Known-Objects",
,"AD Attributes","bf9679f3-0de6-11d0-a285-00aa003049e2",,Owner,
,"AD Attributes","fc5a9106-3b9d-11d2-90cc-00c04fd91ab1",,"PKI-Critical-Extensions",
,"AD Attributes","1ef6336e-3b9e-11d2-90cc-00c04fd91ab1",,"PKI-Default-CSPs",
,"AD Attributes","426cae6e-3b9d-11d2-90cc-00c04fd91ab1",,"PKI-Default-Key-Spec",
,"AD Attributes","926be278-56f9-11d2-90d0-00c04fd91ab1",,"PKI-Enrollment-Access",
,"AD Attributes","041570d2-3b9e-11d2-90cc-00c04fd91ab1",,"PKI-Expiration-Period",
,"AD Attributes","18976af6-3b9e-11d2-90cc-00c04fd91ab1",,"PKI-Extended-Key-Usage",
,"AD Attributes","e9b0a87e-3b9d-11d2-90cc-00c04fd91ab1",,"PKI-Key-Usage",
,"AD Attributes","f0bfdefa-3b9d-11d2-90cc-00c04fd91ab1",,"PKI-Max-Issuing-Depth",
,"AD Attributes","1219a3ec-3b9e-11d2-90cc-00c04fd91ab1",,"PKI-Overlap-Period",
,"AD Attributes","8447f9f1-1027-11d0-a05f-00aa006c33ed",,PKT,
,"AD Attributes","8447f9f0-1027-11d0-a05f-00aa006c33ed",,"PKT-Guid",
,"AD Attributes","7d6c0e99-7e20-11d0-afd6-00c04fd930c9",,"Package-Flags",
,"AD Attributes","7d6c0e98-7e20-11d0-afd6-00c04fd930c9",,"Package-Name",
