PermissionAPI,PermissionName,AdminConsent,ConsentRisk,ConsentDisplayName,ConsentDescription,AdminConsentDisplayName,AdminConsentDescription,DelegatedPermissionId,ApplicationConsentDisplayName,ApplicationConsentDescription,ApplicationPermissionId
"Microsoft Graph","Sites.ReadWrite.All",false,,"Edit or delete items in all site collections","Allow the application to edit or delete documents and list items in all site collections on your behalf.","Edit or delete items in all site collections","Allows the application to edit or delete documents and list items in all site collections on behalf of the signed-in user.","89fe6a52-be36-487e-b7d8-d061c450a026","Read and write items in all site collections","Allows the app to create, read, update, and delete documents and list items in all site collections without a signed in user.","9492366f-7969-46a4-8d15-ed1a20078fff"
"Microsoft Graph","Sites.Selected",,,,,,,,"Access selected site collections","Allow the application to access a subset of site collections without a signed in user.  The specific site collections and the permissions granted will be configured in SharePoint Online.","883ea226-0bf2-4a8f-9f9d-92c9162a727d"
"Microsoft Graph","SubjectRightsRequest.Read.All",true,,"Read data subject requests","Allows the app to read subject rights requests on your behalf.","Read subject rights requests","Allows the app to read subject rights requests on behalf of the signed-in user","9c3af74c-fd0f-4db4-b17a-71939e2a9d77",,,
"Microsoft Graph","SubjectRightsRequest.ReadWrite.All",true,,"Read and write data subject requests","Allows the app to read and write subject rights requests on your behalf.","Read and write subject rights requests","Allows the app to read and write subject rights requests on behalf of the signed-in user","2b8fcc74-bce1-4ae3-a0e8-60c53739299d",,,
"Microsoft Graph","Subscription.Read.All",true,,"Read all webhook subscriptions ","Allows the app to read all webhook subscriptions on your behalf.","Read all webhook subscriptions ","Allows the app to read all webhook subscriptions on behalf of the signed-in user.","5f88184c-80bb-4d52-9ff2-757288b2e9b7",,,
"Microsoft Graph","Tasks.Read",false,,"Read your tasks and task lists","Allows the app to read your tasks and task lists, including any shared with you. Doesn't include permission to create, delete, or update anything.","Read user's tasks and task lists","Allows the app to read the signed-in user’s tasks and task lists, including any shared with the user. Doesn't include permission to create, delete, or update anything.","f45671fb-e0fe-4b4b-be20-3d3ce43f1bcb",,,
"Microsoft Graph","Tasks.Read.All",,,,,,,,"Read all users’ tasks and tasklist","Allows the app to read all users’ tasks and task lists in your organization, without a signed-in user.","f10e1f91-74ed-437f-a6fd-d6ae88e26c1f"
"Microsoft Graph","Tasks.Read.Shared",false,,"Read your and shared tasks","Allows the app to read tasks you have permissions to access, including your own and shared tasks.","Read user and shared tasks","Allows the app to read tasks a user has permissions to access, including their own and shared tasks.","88d21fd4-8e5a-4c32-b5e2-4a1c95f34f72",,,
"Microsoft Graph","Tasks.ReadWrite",false,,"Create, read, update, and delete your tasks and task lists","Allows the app to create, read, update, and delete your tasks and task lists, including any shared with you.","Create, read, update, and delete user’s tasks and task lists","Allows the app to create, read, update, and delete the signed-in user's tasks and task lists, including any shared with the user.","2219042f-cab5-40cc-b0d2-16b1540b4c5f",,,
"Microsoft Graph","Tasks.ReadWrite.All",,,,,,,,"Read and write all users’ tasks and tasklists","Allows the app to create, read, update and delete all users’ tasks and task lists in your organization, without a signed-in user","44e666d1-d276-445b-a5fc-8815eeb81d55"
"Microsoft Graph","Tasks.ReadWrite.Shared",false,,"Read and write to your and shared tasks","Allows the app to read, update, create, and delete tasks you have permissions to access, including your own and shared tasks.","Read and write user and shared tasks","Allows the app to create, read, update, and delete tasks a user has permissions to, including their own and shared tasks.","c5ddf11b-c114-4886-8558-8a4e557cd52b",,,
"Microsoft Graph","Team.Create",false,,"Create teams","Allows the app to create teams on your behalf. ","Create teams","Allows the app to create teams on behalf of the signed-in user.","7825d5d6-6049-4ce7-bdf6-3b8d53f4bcd0","Create teams","Allows the app to create teams without a signed-in user. ","23fc2474-f741-46ce-8465-674744c5c361"
"Microsoft Graph","Team.ReadBasic.All",false,,"Read the names and descriptions of teams","Read the names and  descriptions of teams, on your behalf.","Read the names and descriptions of teams","Read the names and  descriptions of teams, on behalf of the signed-in user.","485be79e-c497-4b35-9400-0e3fa7f2a5d4","Get a list of all teams","Get a list of all teams, without a signed-in user.","2280dda6-0bfd-44ee-a2f4-cb867cfc4c1e"
"Microsoft Graph","TeamMember.Read.All",true,,"Read the members of teams","Read the members of teams, on your behalf.","Read the members of teams","Read the members of teams, on behalf of the signed-in user.","2497278c-d82d-46a2-b1ce-39d4cdde5570","Read the members of all teams","Read the members of all teams, without a signed-in user.","660b7406-55f1-41ca-a0ed-0b035e182f3e"
"Microsoft Graph","TeamMember.ReadWrite.All",true,,"Add and remove members from teams and channels","Add and remove members from teams, on your behalf. Also allows changing a member's role, for example from owner to non-owner.","Add and remove members from teams","Add and remove members from teams, on behalf of the signed-in user. Also allows changing a member's role, for example from owner to non-owner.","4a06efd2-f825-4e34-813e-82a57b03d1ee","Add and remove members from all teams","Add and remove members from all teams, without a signed-in user. Also allows changing a team member's role, for example from owner to non-owner.","0121dc95-1b9f-4aed-8bac-58c5ac466691"
"Microsoft Graph","TeamMember.ReadWriteNonOwnerRole.All",true,,"Add and remove members with non-owner role for all teams","Add and remove members from all teams, on your behalf. Does not allow adding or removing a member with the owner role. Additionally, does not allow the app to elevate an existing member to the owner role.","Add and remove members with non-owner role for all teams","Add and remove members from all teams, on behalf of the signed-in user. Does not allow adding or removing a member with the owner role. Additionally, does not allow the app to elevate an existing member to the owner role.","2104a4db-3a2f-4ea0-9dba-143d457dc666","Add and remove members with non-owner role for all teams","Add and remove members from all teams, without a signed-in user. Does not allow adding or removing a member with the owner role. Additionally, does not allow the app to elevate an existing member to the owner role.","4437522e-9a86-4a41-a7da-e380edd4a97d"
"Microsoft Graph","TeamSettings.Read.All",true,,"Read teams' settings","Read all teams' settings, on your behalf.","Read teams' settings","Read all teams' settings, on behalf of the signed-in user.","48638b3c-ad68-4383-8ac4-e6880ee6ca57","Read all teams' settings","Read all team's settings, without a signed-in user.","242607bd-1d2c-432c-82eb-bdb27baa23ab"
"Microsoft Graph","TeamSettings.ReadWrite.All",true,,"Read and change teams' settings","Read and change all teams' settings, on your behalf.","Read and change teams' settings","Read and change all teams' settings, on behalf of the signed-in user.","39d65650-9d3e-4223-80db-a335590d027e","Read and change all teams' settings","Read and change all teams' settings, without a signed-in user.","bdd80a03-d9bc-451d-b7c4-ce7c63fe3c8f"
"Microsoft Graph","TeamsActivity.Read",false,,"Read your teamwork activity feed","Allows the app to read your teamwork activity feed.","Read user's teamwork activity feed","Allows the app to read the signed-in user's teamwork activity feed.","0e755559-83fb-4b44-91d0-4cc721b9323e",,,
"Microsoft Graph","TeamsActivity.Read.All",,,,,,,,"Read all users' teamwork activity feed","Allows the app to read all users' teamwork activity feed, without a signed-in user.","70dec828-f620-4914-aa83-a29117306807"
"Microsoft Graph","TeamsActivity.Send",false,,"Send a teamwork activity","Allows the app to create new activities in your teamwork activity feed, and send new activities to other users' activity feed, on your behalf.","Send a teamwork activity as the user","Allows the app to create new notifications in users' teamwork activity feeds on behalf of the signed in user. These notifications may not be discoverable or be held or governed by compliance policies.","7ab1d787-bae7-4d5d-8db6-37ea32df9186","Send a teamwork activity to any user","Allows the app to create new notifications in users' teamwork activity feeds without a signed in user. These notifications may not be discoverable or be held or governed by compliance policies.","a267235f-af13-44dc-8385-c1dc93023186"
"Microsoft Graph","TeamsApp.Read",false,,,,"Read user's installed Teams apps","Allows the app to read the Teams apps that are installed for the signed-in user. Does not give the ability to read application-specific settings.","daef10fc-047a-48b0-b1a5-da4b5e72fabc",,,
"Microsoft Graph","TeamsApp.Read.All",true,,,,"Read all installed Teams apps","Allows the app to read the Teams apps that are installed for the signed-in user, and in all teams the user is a member of. Does not give the ability to read application-specific settings.","9127ba42-f79f-43b1-be80-f23ecd42377e","Read all users' installed Teams apps","Allows the app to read the Teams apps that are installed for any user, without a signed-in user. Does not give the ability to read application-specific settings.","afdb422a-4b2a-4e07-a708-8ceed48196bf"
"Microsoft Graph","TeamsApp.Read.Group",,,,,,,,,,
"Microsoft Graph","TeamsApp.ReadWrite",false,,,,"Manage user's Teams apps","Allows the app to read, install, upgrade, and uninstall Teams apps, on behalf of the signed-in user. Does not give the ability to read or write application-specific settings.","2a5addc2-4d9e-4d7d-8527-5215aec410f3",,,
"Microsoft Graph","TeamsApp.ReadWrite.All",true,,,,"Manage all Teams apps","Allows the app to read, install, upgrade, and uninstall Teams apps, on behalf of the signed-in user and also for teams the user is a member of. Does not give the ability to read or write application-specific settings.","d3f0af02-b22d-4778-a433-14f7e3f2e1e2","Manage all users' Teams apps","Allows the app to read, install, upgrade, and uninstall Teams apps for any user, without a signed-in user. Does not give the ability to read or write application-specific settings.","eb6b3d76-ed75-4be6-ac36-158d04c0a555"
"Microsoft Graph","TeamsAppInstallation.ReadForChat",false,,"Read installed Teams apps in chats","Allows the app to read the Teams apps that are installed in chats that you can access. Does not give the ability to read application-specific settings.","Read installed Teams apps in chats","Allows the app to read the Teams apps that are installed in chats the signed-in user can access. Does not give the ability to read application-specific settings.","bf3fbf03-f35f-4e93-963e-47e4d874c37a",,,
"Microsoft Graph","TeamsAppInstallation.ReadForChat.All",,,,,,,,"Read installed Teams apps for all chats","Allows the app to read the Teams apps that are installed in any chat, without a signed-in user. Does not give the ability to read application-specific settings.","cc7e7635-2586-41d6-adaa-a8d3bcad5ee5"
"Microsoft Graph","TeamsAppInstallation.ReadForTeam",true,,"Read installed Teams apps in teams","Allows the app to read the Teams apps that are installed in teams that you can access. Does not give the ability to read application-specific settings.","Read installed Teams apps in teams","Allows the app to read the Teams apps that are installed in teams the signed-in user can access. Does not give the ability to read application-specific settings.","5248dcb1-f83b-4ec3-9f4d-a4428a961a72",,,
"Microsoft Graph","TeamsAppInstallation.ReadForTeam.All",,,,,,,,"Read installed Teams apps for all teams","Allows the app to read the Teams apps that are installed in any team, without a signed-in user. Does not give the ability to read application-specific settings.","1f615aea-6bf9-4b05-84bd-46388e138537"
"Microsoft Graph","TeamsAppInstallation.ReadForUser",false,,"Read your installed Teams apps","Allows the app to read the Teams apps that are installed for you. Does not give the ability to read application-specific settings.","Read user's installed Teams apps","Allows the app to read the Teams apps that are installed for the signed-in user. Does not give the ability to read application-specific settings.","c395395c-ff9a-4dba-bc1f-8372ba9dca84",,,
"Microsoft Graph","TeamsAppInstallation.ReadForUser.All",,,,,,,,"Read installed Teams apps for all users","Allows the app to read the Teams apps that are installed for any user, without a signed-in user. Does not give the ability to read application-specific settings.","9ce09611-f4f7-4abd-a629-a05450422a97"
"Microsoft Graph","TeamsAppInstallation.ReadWriteForChat",true,,"Manage installed Teams apps in chats","Allows the app to read, install, upgrade, and uninstall Teams apps in chats you can access. Does not give the ability to read application-specific settings.","Manage installed Teams apps in chats","Allows the app to read, install, upgrade, and uninstall Teams apps in chats the signed-in user can access. Does not give the ability to read application-specific settings.","aa85bf13-d771-4d5d-a9e6-bca04ce44edf",,,
"Microsoft Graph","TeamsAppInstallation.ReadWriteForChat.All",,,,,,,,"Manage Teams apps for all chats","Allows the app to read, install, upgrade, and uninstall Teams apps in any chat, without a signed-in user. Does not give the ability to read application-specific settings.","9e19bae1-2623-4c4f-ab6e-2664615ff9a0"
"Microsoft Graph","TeamsAppInstallation.ReadWriteForTeam",true,,"Manage installed Teams apps in teams","Allows the app to read, install, upgrade, and uninstall Teams apps in teams you can access. Does not give the ability to read application-specific settings.","Manage installed Teams apps in teams","Allows the app to read, install, upgrade, and uninstall Teams apps in teams the signed-in user can access. Does not give the ability to read application-specific settings.","2e25a044-2580-450d-8859-42eeb6e996c0",,,
"Microsoft Graph","TeamsAppInstallation.ReadWriteForTeam.All",,,,,,,,"Manage Teams apps for all teams","Allows the app to read, install, upgrade, and uninstall Teams apps in any team, without a signed-in user. Does not give the ability to read application-specific settings.","5dad17ba-f6cc-4954-a5a2-a0dcc95154f0"
"Microsoft Graph","TeamsAppInstallation.ReadWriteForUser",true,,"Manage your installed Teams apps","Allows the app to read, install, upgrade, and uninstall Teams apps installed for you. Does not give the ability to read application-specific settings.","Manage user's installed Teams apps","Allows the app to read, install, upgrade, and uninstall Teams apps installed for the signed-in user. Does not give the ability to read application-specific settings.","093f8818-d05f-49b8-95bc-9d2a73e9a43c",,,
"Microsoft Graph","TeamsAppInstallation.ReadWriteForUser.All",,,,,,,,"Manage Teams apps for all users","Allows the app to read, install, upgrade, and uninstall Teams apps for any user, without a signed-in user. Does not give the ability to read application-specific settings.","74ef0291-ca83-4d02-8c7e-d2391e6a444f"
"Microsoft Graph","TeamsAppInstallation.ReadWriteSelfForChat",true,,"Allow the Teams app to manage itself in chats","Allows a Teams app to read, install, upgrade, and uninstall itself in chats you can access.","Allow the Teams app to manage itself in chats","Allows a Teams app to read, install, upgrade, and uninstall itself in chats the signed-in user can access.","0ce33576-30e8-43b7-99e5-62f8569a4002",,,
"Microsoft Graph","TeamsAppInstallation.ReadWriteSelfForChat.All",,,,,,,,"Allow the Teams app to manage itself for all chats","Allows a Teams app to read, install, upgrade, and uninstall itself for any chat, without a signed-in user.","73a45059-f39c-4baf-9182-4954ac0e55cf"
"Microsoft Graph","TeamsAppInstallation.ReadWriteSelfForTeam",true,,"Allow the Teams app to manage itself in teams","Allows a Teams app to read, install, upgrade, and uninstall itself to teams you can access.","Allow the app to manage itself in teams","Allows a Teams app to read, install, upgrade, and uninstall itself to teams the signed-in user can access.","0f4595f7-64b1-4e13-81bc-11a249df07a9",,,
"Microsoft Graph","TeamsAppInstallation.ReadWriteSelfForTeam.All",,,,,,,,"Allow the Teams app to manage itself for all teams","Allows a Teams app to read, install, upgrade, and uninstall itself in any team, without a signed-in user.","9f67436c-5415-4e7f-8ac1-3014a7132630"
"Microsoft Graph","TeamsAppInstallation.ReadWriteSelfForUser",false,,"Allow the Teams app to manage itself for you","Allows a Teams app to read, install, upgrade, and uninstall itself for you.","Allow the Teams app to manage itself for a user","Allows a Teams app to read, install, upgrade, and uninstall itself for the signed-in user.","207e0cb1-3ce7-4922-b991-5a760c346ebc",,,
"Microsoft Graph","TeamsAppInstallation.ReadWriteSelfForUser.All",,,,,,,,"Allow the app to manage itself for all users","Allows a Teams app to read, install, upgrade, and uninstall itself to any user, without a signed-in user.","908de74d-f8b2-4d6b-a9ed-2a17b3b78179"
"Microsoft Graph","TeamsTab.Create",true,,"Create tabs in Microsoft Teams.","Allows the app to create tabs in any team in Microsoft Teams, on your behalf. This does not grant the ability to read, modify or delete tabs after they are created, or give access to the content inside the tabs.","Create tabs in Microsoft Teams.","Allows the app to create tabs in any team in Microsoft Teams, on behalf of the signed-in user. This does not grant the ability to read, modify or delete tabs after they are created, or give access to the content inside the tabs.","a9ff19c2-f369-4a95-9a25-ba9d460efc8e","Create tabs in Microsoft Teams.","Allows the app to create tabs in any team in Microsoft Teams, without a signed-in user. This does not grant the ability to read, modify or delete tabs after they are created, or give access to the content inside the tabs.","49981c42-fd7b-4530-be03-e77b21aed25e"
"Microsoft Graph","TeamsTab.Read.All",true,,"Read tabs in Microsoft Teams.","Read the names and settings of tabs inside any team in Microsoft Teams, on your behalf. This does not give access to the content inside the tabs.","Read tabs in Microsoft Teams.","Read the names and settings of tabs inside any team in Microsoft Teams, on behalf of the signed-in user. This does not give access to the content inside the tabs.","59dacb05-e88d-4c13-a684-59f1afc8cc98","Read tabs in Microsoft Teams.","Read the names and settings of tabs inside any team in Microsoft Teams, without a signed-in user. This does not give access to the content inside the tabs. ","46890524-499a-4bb2-ad64-1476b4f3e1cf"
"Microsoft Graph","TeamsTab.ReadWrite.All",true,,"Read and write tabs in Microsoft Teams.","Read and write tabs in any team in Microsoft Teams, on your behalf. This does not give access to the content inside the tabs.","Read and write tabs in Microsoft Teams.","Read and write tabs in any team in Microsoft Teams, on behalf of the signed-in user. This does not give access to the content inside the tabs.","b98bfd41-87c6-45cc-b104-e2de4f0dafb9","Read and write tabs in Microsoft Teams.","Read and write tabs in any team in Microsoft Teams, without a signed-in user. This does not give access to the content inside the tabs.","a96d855f-016b-47d7-b51c-1218a98d791c"
"Microsoft Graph","TeamsTab.ReadWriteForChat",true,,"Allow the Teams app to manage all tabs in chats","Allows a Teams app to read, install, upgrade, and uninstall all tabs in chats you can access.","Allow the Teams app to manage all tabs in chats","Allows a Teams app to read, install, upgrade, and uninstall all tabs in chats the signed-in user can access.","ee928332-e9c2-4747-b4a0-f8c164b68de6",,,
"Microsoft Graph","TeamsTab.ReadWriteForChat.All",,,,,,,,"Allow the Teams app to manage all tabs for all chats","Allows a Teams app to read, install, upgrade, and uninstall all tabs for any chat, without a signed-in user.","fd9ce730-a250-40dc-bd44-8dc8d20f39ea"
"Microsoft Graph","TeamsTab.ReadWriteForTeam",true,,"Allow the app to manage all tabs in teams","Allows a Teams app to read, install, upgrade, and uninstall all tabs to teams you can access.","Allow the Teams app to manage all tabs in teams","Allows a Teams app to read, install, upgrade, and uninstall all tabs to teams the signed-in user can access.","c975dd04-a06e-4fbb-9704-62daad77bb49",,,
"Microsoft Graph","TeamsTab.ReadWriteForTeam.All",,,,,,,,"Allow the Teams app to manage all tabs for all teams","Allows a Teams app to read, install, upgrade, and uninstall all tabs in any team, without a signed-in user.","6163d4f4-fbf8-43da-a7b4-060fe85ed148"
"Microsoft Graph","TeamsTab.ReadWriteForUser",false,,"Allow the Teams app to manage all tabs for you","Allows a Teams app to read, install, upgrade, and uninstall all tabs for you.","Allow the Teams app to manage all tabs for a user","Allows a Teams app to read, install, upgrade, and uninstall all tabs for the signed-in user.","c37c9b61-7762-4bff-a156-afc0005847a0",,,
"Microsoft Graph","TeamsTab.ReadWriteForUser.All",,,,,,,,"Allow the app to manage all tabs for all users","Allows a Teams app to read, install, upgrade, and uninstall all tabs for any user, without a signed-in user.","425b4b59-d5af-45c8-832f-bb0b7402348a"
"Microsoft Graph","TeamsTab.ReadWriteSelfForChat",true,,"Allow the Teams app to manage only its own tabs in chats","Allows a Teams app to read, install, upgrade, and uninstall its own tabs in chats you can access.","Allow the Teams app to manage only its own tabs in chats","Allows a Teams app to read, install, upgrade, and uninstall its own tabs in chats the signed-in user can access.","0c219d04-3abf-47f7-912d-5cca239e90e6",,,
"Microsoft Graph","TeamsTab.ReadWriteSelfForChat.All",,,,,,,,"Allow the Teams app to manage only its own tabs for all chats","Allows a Teams app to read, install, upgrade, and uninstall its own tabs for any chat, without a signed-in user.","9f62e4a2-a2d6-4350-b28b-d244728c4f86"
"Microsoft Graph","TeamsTab.ReadWriteSelfForTeam",true,,"Allow the Teams app to manage only its own tabs in teams","Allows a Teams app to read, install, upgrade, and uninstall its own tabs to teams you can access.","Allow the Teams app to manage only its own tabs in teams","Allows a Teams app to read, install, upgrade, and uninstall its own tabs to teams the signed-in user can access.","f266662f-120a-4314-b26a-99b08617c7ef",,,
"Microsoft Graph","TeamsTab.ReadWriteSelfForTeam.All",,,,,,,,"Allow the Teams app to manage only its own tabs for all teams","Allows a Teams app to read, install, upgrade, and uninstall its own tabs in any team, without a signed-in user.","91c32b81-0ef0-453f-a5c7-4ce2e562f449"
"Microsoft Graph","TeamsTab.ReadWriteSelfForUser",false,,"Allow the Teams app to manage only its own tabs for you","Allows a Teams app to read, install, upgrade, and uninstall its own tabs for you.","Allow the Teams app to manage only its own tabs for a user","Allows a Teams app to read, install, upgrade, and uninstall its own tabs for the signed-in user.","395dfec1-a0b9-465f-a783-8250a430cb8c",,,
"Microsoft Graph","TeamsTab.ReadWriteSelfForUser.All",,,,,,,,"Allow the Teams app to manage only its own tabs for all users","Allows a Teams app to read, install, upgrade, and uninstall its own tabs for any user, without a signed-in user.","3c42dec6-49e8-4a0a-b469-36cff0d9da93"
"Microsoft Graph","Teamwork.Migrate.All",,,,,,,,"Create chat and channel messages with anyone's identity and with any timestamp","Allows the app to create chat and channel messages, without a signed in user. The app specifies which user appears as the sender, and can backdate the message to appear as if it was sent long ago. The messages can be sent to any chat or channel in the organization.","dfb0dd15-61de-45b2-be36-d6a69fba3c79"
"Microsoft Graph","TeamworkDevice.Read.All",true,,"Read Teams devices","Allow the app to read the management data for Teams devices on your behalf.","Read Teams devices","Allow the app to read the management data for Teams devices on behalf of the signed-in user.","b659488b-9d28-4208-b2be-1c6652b3c970","Read Teams devices","Allow the app to read the management data for Teams devices, without a signed-in user.","0591bafd-7c1c-4c30-a2a5-2b9aacb1dfe8"
"Microsoft Graph","TeamworkDevice.ReadWrite.All",true,,"Read and write Teams devices","Allow the app to read and write the management data for Teams devices on your behalf.","Read and write Teams devices","Allow the app to read and write the management data for Teams devices on behalf of the signed-in user.","ddd97ecb-5c31-43db-a235-0ee20e635c40","Read and write Teams devices","Allow the app to read and write the management data for Teams devices, without a signed-in user.","79c02f5b-bd4f-4713-bc2c-a8a4a66e127b"
"Microsoft Graph","TeamworkTag.Read",true,,"Read tags in Teams","Allows the app to read tags in Teams, on your behalf.","Read tags in Teams","Allows the app to read tags in Teams, on behalf of the signed-in user.","57587d0b-8399-45be-b207-8050cec54575",,,
"Microsoft Graph","TeamworkTag.Read.All",,,,,,,,"Read tags in Teams","Allows the app to read tags in Teams without a signed-in user.","b74fd6c4-4bde-488e-9695-eeb100e4907f"
"Microsoft Graph","TeamworkTag.ReadWrite",true,,"Read and write tags in Teams","Allows the app to read and write tags in Teams, on your behalf.","Read and write tags in Teams","Allows the app to read and write tags in Teams, on behalf of the signed-in user.","539dabd7-b5b6-4117-b164-d60cd15a8671",,,
"Microsoft Graph","TeamworkTag.ReadWrite.All",,,,,,,,"Read and write tags in Teams","Allows the app to read and write tags in Teams without a signed-in user.","a3371ca5-911d-46d6-901c-42c8c7a937d8"
"Microsoft Graph","TermStore.Read.All",true,,"Read term store data","Allows the app to read the term store data that you have access to. This includes all sets, groups and terms in the term store.","Read term store data","Allows the app to read the term store data that the signed-in user has access to. This includes all sets, groups and terms in the term store.","297f747b-0005-475b-8fef-c890f5152b38","Read all term store data","Allows the app to read all term store data, without a signed-in user. This includes all sets, groups and terms in the term store.","ea047cc2-df29-4f3e-83a3-205de61501ca"
"Microsoft Graph","TermStore.ReadWrite.All",true,,"Read and write term store data","Allows the app to read or modify data that you have access to. This includes all sets, groups and terms in the term store.","Read and write term store data","Allows the app to read or modify data that the signed-in user has access to. This includes all sets, groups and terms in the term store.","6c37c71d-f50f-4bff-8fd3-8a41da390140","Read and write all term store data","Allows the app to read, edit or write all term store data, without a signed-in user. This includes all sets, groups and terms in the term store.","f12eb8d6-28e3-46e6-b2c0-b7e4dc69fc95"
"Microsoft Graph","ThreatAssessment.Read.All",,,,,,,,"Read threat assessment requests","Allows an app to read your organization's threat assessment requests, without a signed-in user.","f8f035bb-2cce-47fb-8bf5-7baf3ecbee48"
"Microsoft Graph","ThreatAssessment.ReadWrite.All",true,,"Read and write threat assessment requests","Allows an app to read your organization's threat assessment requests on your behalf. Also allows the app to create new requests to assess threats received by your organization on your behalf.","Read and write threat assessment requests","Allows an app to read your organization's threat assessment requests on behalf of the signed-in user. Also allows the app to create new requests to assess threats received by your organization on behalf of the signed-in user.","cac97e40-6730-457d-ad8d-4852fddab7ad",,,
"Microsoft Graph","ThreatHunting.Read.All",true,,"Run hunting queries","Allows the app to run hunting queries that you can execute.","Run hunting queries","Allows the app to run hunting queries, on behalf of the signed-in user.","b152eca8-ea73-4a48-8c98-1a6742673d99","Run hunting queries","Allows the app to run hunting queries, without a signed-in user.","dd98c7f5-2d42-42d3-a0e4-633161547251"
"Microsoft Graph","ThreatIndicators.Read.All",true,,"Read all threat indicators","Allows the app to read all the indicators for your organization, on your behalf.","Read all threat indicators","Allows the app to read all the indicators for your organization, on behalf of the signed-in user.","9cc427b4-2004-41c5-aa22-757b755e9796","Read all threat indicators","Allows the app to read all the indicators for your organization, without a signed-in user.","197ee4e9-b993-4066-898f-d6aecc55125b"
"Microsoft Graph","ThreatIndicators.ReadWrite.OwnedBy",true,,"Manage threat indicators this app creates or owns","Allows the app to create threat indicators, and fully manage those threat indicators (read, update and delete), on your behalf.  It cannot update any threat indicators that it is not an owner of.","Manage threat indicators this app creates or owns","Allows the app to create threat indicators, and fully manage those threat indicators (read, update and delete), on behalf of the signed-in user.  It cannot update any threat indicators it does not own.","91e7d36d-022a-490f-a748-f8e011357b42","Manage threat indicators this app creates or owns","Allows the app to create threat indicators, and fully manage those threat indicators (read, update and delete), without a signed-in user.  It cannot update any threat indicators it does not own.","21792b6c-c986-4ffc-85de-df9da54b52fa"
"Microsoft Graph","TrustFrameworkKeySet.Read.All",true,,"Read trust framework key sets","Allows the app to read trust framework key sets, on your behalf.","Read trust framework key sets","Allows the app to read trust framework key set properties on behalf of the signed-in user.","7ad34336-f5b1-44ce-8682-31d7dfcd9ab9","Read trust framework key sets","Allows the app to read trust framework key set properties without a signed-in user.","fff194f1-7dce-4428-8301-1badb5518201"
"Microsoft Graph","TrustFrameworkKeySet.ReadWrite.All",true,,"Read and write trust framework key sets","Allows the app to read or write trust framework key sets, on your behalf.","Read and write trust framework key sets","Allows the app to read and write trust framework key set properties on behalf of the signed-in user.","39244520-1e7d-4b4a-aee0-57c65826e427","Read and write trust framework key sets","Allows the app to read and write trust framework key set properties without a signed-in user.","4a771c9a-1cf2-4609-b88e-3d3e02d539cd"
"Microsoft Graph","UnifiedGroupMember.Read.AsGuest",true,,"Read unified group memberships as guest","Allows the app to read basic unified group properties, memberships and owners of the group you are a member of.","Read unified group memberships as guest","Allows the app to read basic unified group properties, memberships and owners of the group the signed-in guest is a member of.","73e75199-7c3e-41bb-9357-167164dbb415",,,
"Microsoft Graph","User.Export.All",true,,"Export user's data","Allows the app to export data (e.g. customer content or system-generated logs), associated with any user in your company, when the app is used by a privileged user (e.g. a Company Administrator).","Export user's data","Allows the app to export data (e.g. customer content or system-generated logs), associated with any user in your company, when the app is used by a privileged user (e.g. a Company Administrator).","405a51b5-8d8d-430b-9842-8be4b0e9f324","Export user's data","Allows the app to export data (e.g. customer content or system-generated logs), associated with any user in your company, when the app is used by a privileged user (e.g. a Company Administrator).","405a51b5-8d8d-430b-9842-8be4b0e9f324"
"Microsoft Graph","User.Invite.All",true,,"Invite guest users to the organization","Allows the app to invite guest users to the organization, on your behalf.","Invite guest users to the organization","Allows the app to invite guest users to the organization, on behalf of the signed-in user.","63dd7cd9-b489-4adf-a28c-ac38b9a0f962","Invite guest users to the organization","Allows the app to invite guest users to the organization, without a signed-in user.","09850681-111b-4a89-9bed-3f2cae46d706"
"Microsoft Graph","User.ManageIdentities.All",true,,"Manage  user identities","Allows the app to read, update and delete identities that are associated with a user's account that you have access to. This controls the identities users can sign-in with.","Manage  user identities","Allows the app to read, update and delete identities that are associated with a user's account that the signed-in user has access to. This controls the identities users can sign-in with.","637d7bec-b31e-4deb-acc9-24275642a2c9","Manage all users' identities","Allows the app to read, update and delete identities that are associated with a user's account, without a signed in user. This controls the identities users can sign-in with.","c529cfca-c91b-489c-af2b-d92990b66ce6"
"Microsoft Graph","User.Read",false,,"Sign you in and read your profile","Allows you to sign in to the app with your organizational account and let the app read your profile. It also allows the app to read basic company information.","Sign in and read user profile","Allows users to sign-in to the app, and allows the app to read the profile of signed-in users. It also allows the app to read basic company information of signed-in users.","e1fe6dd8-ba31-4d61-89e7-88639da4683d",,,
"Microsoft Graph","User.Read.All",true,,"Read all users' full profiles","Allows the app to read the full set of profile properties, reports, and managers of other users in your organization, on your behalf.","Read all users' full profiles","Allows the app to read the full set of profile properties, reports, and managers of other users in your organization, on behalf of the signed-in user.","a154be20-db9c-4678-8ab7-66f6cc099a59","Read all users' full profiles","Allows the app to read user profiles without a signed in user.","df021288-bdef-4463-88db-98f22de89214"
"Microsoft Graph","User.ReadBasic.All",false,,"Read all users' basic profiles","Allows the app to read a basic set of profile properties of other users in your organization on your behalf. Includes display name, first and last name, email address and photo.","Read all users' basic profiles","Allows the app to read a basic set of profile properties of other users in your organization on behalf of the signed-in user. This includes display name, first and last name, email address and photo.","b340eb25-3456-403f-be2f-af7a0d370277",,,
